borrower_id,provider,occupation,wallet_active_days_ratio_90d,wallet_txn_count_90d,wallet_txn_count_30d,wallet_days_since_last_txn,wallet_topup_count_90d,wallet_topup_avg_amount,wallet_topup_frequency_per_month,wallet_bill_payment_count_90d,wallet_bill_payment_share,wallet_distinct_billers_90d,wallet_avg_balance,wallet_inflow_outflow_ratio,wallet_txn_amount_volatility,default_label
PK004494,JazzCash,street_vendor,0.1778,18,8,1,12,82.82,4.0,1,0.0556,1,-55.56,0.8547,1145.0,0
PK004495,JazzCash,domestic_worker,0.1444,13,5,8,5,87.18,1.67,5,0.3846,2,-1247.91,0.0262,1693.64,0
PK004496,SadaPay,rickshaw_driver,0.3444,37,9,2,17,126.71,5.67,5,0.1351,2,264.44,1.5197,1041.38,0
PK004497,SadaPay,delivery_rider,0.2667,28,11,2,18,121.22,6.0,1,0.0357,1,213.71,1.4581,1335.72,0
PK004498,Easypaisa,rickshaw_driver,0.1222,13,5,3,9,61.1,3.0,1,0.0769,1,-257.39,0.6153,1605.74,0
PK004499,NayaPay,rickshaw_driver,0.4333,52,18,0,35,174.53,11.67,4,0.0769,2,73.95,1.1255,1314.41,0
PK004500,JazzCash,domestic_worker,0.3222,32,7,4,16,119.05,5.33,7,0.2188,3,-128.45,0.7369,755.18,0
PK004501,NayaPay,small_shopkeeper,0.4556,56,15,0,30,133.58,10.0,7,0.125,3,743.61,2.162,1792.33,0
PK004502,Easypaisa,daily_wage_laborer,0.2111,20,4,2,8,80.61,2.67,6,0.3,3,-703.69,0.1855,1122.34,0
PK004503,JazzCash,rickshaw_driver,0.4889,56,17,2,37,191.45,12.33,5,0.0893,2,-320.9,0.5884,1248.57,0
PK004504,Easypaisa,rickshaw_driver,0.3444,38,12,0,18,141.5,6.0,5,0.1316,2,-424.26,0.565,1252.83,1
PK004505,SadaPay,small_shopkeeper,0.2,19,7,3,6,80.65,2.0,6,0.3158,3,-215.31,0.7793,1372.26,0
PK004506,Easypaisa,rickshaw_driver,0.3778,41,15,2,25,157.07,8.33,3,0.0732,1,489.51,2.3626,1194.73,0
PK004507,NayaPay,rickshaw_driver,0.2222,22,8,0,9,170.35,3.0,4,0.1818,2,207.02,1.3955,969.57,0
PK004508,NayaPay,delivery_rider,0.1889,19,7,7,6,81.03,2.0,4,0.2105,3,8.49,1.0091,1482.85,1
PK004509,JazzCash,domestic_worker,0.2778,30,8,3,14,99.54,4.67,4,0.1333,2,112.76,1.2134,1014.46,0
PK004510,JazzCash,small_shopkeeper,0.2111,21,7,13,9,68.39,3.0,1,0.0476,1,-992.11,0.3079,1516.29,0
PK004511,SadaPay,domestic_worker,0.2556,27,5,0,21,145.62,7.0,3,0.1111,1,-366.47,0.3689,1045.52,0
PK004512,JazzCash,small_shopkeeper,0.2667,27,9,0,18,128.9,6.0,3,0.1111,1,-463.35,0.4746,1535.97,1
PK004513,Easypaisa,street_vendor,0.2889,30,8,8,12,137.94,4.0,3,0.1,1,-264.46,0.6948,1278.81,0
PK004514,SadaPay,delivery_rider,0.2889,30,8,2,16,145.63,5.33,3,0.1,1,-132.59,0.8321,1260.19,0
PK004515,SadaPay,delivery_rider,0.3222,38,12,4,17,122.74,5.67,7,0.1842,3,120.38,1.1379,1612.83,0
PK004516,NayaPay,daily_wage_laborer,0.2333,23,10,5,14,108.4,4.67,2,0.087,1,-398.27,0.375,1245.9,1
PK004517,JazzCash,street_vendor,0.1778,18,7,3,7,72.05,2.33,6,0.3333,3,-1458.26,0.0212,1473.42,1
PK004518,JazzCash,delivery_rider,0.4333,46,20,0,30,131.25,10.0,3,0.0652,2,367.98,2.1711,1183.58,0
PK004519,JazzCash,street_vendor,0.2,19,10,0,7,81.59,2.33,6,0.3158,3,5.51,1.0098,920.86,0
PK004520,SadaPay,delivery_rider,0.4,51,21,0,26,194.79,8.67,5,0.098,2,-529.89,0.5151,1266.95,1
PK004521,JazzCash,rickshaw_driver,0.3,30,10,0,16,127.61,5.33,4,0.1333,3,162.5,1.2769,1357.97,0
PK004522,Easypaisa,street_vendor,0.2667,26,7,1,8,90.55,2.67,3,0.1154,1,-347.57,0.6294,1097.1,0
PK004523,JazzCash,domestic_worker,0.2222,22,8,3,12,106.13,4.0,1,0.0455,1,-110.87,0.761,818.01,0
PK004524,Easypaisa,street_vendor,0.2889,30,8,1,15,116.09,5.0,4,0.1333,2,-472.01,0.4076,1206.5,1
PK004525,Easypaisa,street_vendor,0.2222,21,8,0,9,107.07,3.0,2,0.0952,1,-255.99,0.6313,1155.16,0
PK004526,SadaPay,daily_wage_laborer,0.1556,15,5,8,7,82.01,2.33,6,0.4,3,-929.56,0.2665,1605.5,1
PK004527,SadaPay,domestic_worker,0.4444,54,18,3,26,151.37,8.67,7,0.1296,3,-355.37,0.5262,898.89,0
PK004528,Easypaisa,rickshaw_driver,0.1889,19,8,1,8,69.14,2.67,5,0.2632,2,443.3,1.7015,1455.76,0
PK004529,NayaPay,delivery_rider,0.1556,16,5,7,7,119.28,2.33,7,0.4375,3,-1110.88,0.1595,1506.78,1
PK004530,JazzCash,street_vendor,0.3,28,10,3,16,77.49,5.33,3,0.1071,1,337.14,1.7999,1387.04,0
PK004531,Easypaisa,small_shopkeeper,0.3556,35,10,0,19,115.38,6.33,3,0.0857,2,267.79,1.3689,1876.49,0
PK004532,Easypaisa,rickshaw_driver,0.1333,13,5,1,7,43.92,2.33,2,0.1538,1,363.2,1.9344,1099.2,1
PK004533,JazzCash,street_vendor,0.4889,59,22,0,31,146.5,10.33,7,0.1186,3,-249.95,0.7041,1321.6,0
PK004534,NayaPay,street_vendor,0.2889,34,12,4,18,129.57,6.0,5,0.1471,2,176.94,1.3938,869.46,0
PK004535,JazzCash,small_shopkeeper,0.4222,48,12,5,28,180.83,9.33,5,0.1042,2,452.77,1.6921,1715.46,0
PK004536,NayaPay,daily_wage_laborer,0.2444,23,10,6,11,69.57,3.67,4,0.1739,3,-76.6,0.8573,1313.57,0
PK004537,JazzCash,rickshaw_driver,0.3333,35,8,1,20,157.26,6.67,2,0.0571,1,-64.66,0.9048,1246.51,0
PK004538,SadaPay,rickshaw_driver,0.3778,46,18,1,25,165.62,8.33,6,0.1304,2,-117.01,0.8431,1221.47,0
PK004539,NayaPay,daily_wage_laborer,0.3222,41,19,0,24,186.96,8.0,0,0.0,0,323.65,1.8803,867.61,0
PK004540,NayaPay,domestic_worker,0.0778,7,3,11,5,62.9,1.67,2,0.2857,1,-434.79,0.0937,731.98,1
PK004541,Easypaisa,domestic_worker,0.3222,36,8,7,21,150.68,7.0,4,0.1111,2,460.23,4.0219,658.78,0
PK004542,JazzCash,rickshaw_driver,0.3333,35,13,1,24,146.51,8.0,5,0.1429,2,-434.41,0.3095,916.36,0
PK004543,SadaPay,rickshaw_driver,0.3889,40,17,0,19,112.05,6.33,5,0.125,2,-489.75,0.5011,1445.0,1
PK004544,Easypaisa,small_shopkeeper,0.1667,16,7,2,7,44.83,2.33,7,0.4375,3,-979.93,0.0209,1191.66,0
PK004545,SadaPay,small_shopkeeper,0.3444,39,11,9,19,145.42,6.33,3,0.0769,2,49.46,1.0476,1842.75,0
PK004546,NayaPay,daily_wage_laborer,0.1889,20,8,2,9,86.01,3.0,3,0.15,1,-334.04,0.574,1135.18,0
PK004547,NayaPay,delivery_rider,0.2,19,9,6,6,84.28,2.0,5,0.2632,2,-82.59,0.8949,1237.29,0
PK004548,SadaPay,street_vendor,0.1778,17,5,1,5,67.85,1.67,5,0.2941,2,-421.81,0.6025,1296.47,0
PK004549,Easypaisa,delivery_rider,0.2333,25,11,0,14,87.93,4.67,3,0.12,2,-135.13,0.7966,1225.23,0
PK004550,NayaPay,rickshaw_driver,0.2333,26,7,6,15,114.36,5.0,1,0.0385,1,-711.79,0.2417,1272.47,0
PK004551,SadaPay,daily_wage_laborer,0.2222,27,6,6,9,90.55,3.0,6,0.2222,2,-1032.77,0.276,1153.43,1
PK004552,Easypaisa,small_shopkeeper,0.2667,26,10,1,14,141.3,4.67,2,0.0769,2,113.59,1.16,1914.72,0
PK004553,JazzCash,domestic_worker,0.2444,27,14,1,13,87.86,4.33,4,0.1481,2,174.84,1.3332,945.08,0
PK004554,Easypaisa,rickshaw_driver,0.3778,39,15,0,19,133.14,6.33,5,0.1282,3,70.42,1.1085,1324.33,0
PK004555,Easypaisa,rickshaw_driver,0.2778,29,12,0,13,126.2,4.33,5,0.1724,3,-287.95,0.6702,1220.99,0
PK004556,SadaPay,daily_wage_laborer,0.3222,34,11,0,22,129.54,7.33,3,0.0882,1,-39.61,0.9194,1218.59,0
PK004557,SadaPay,small_shopkeeper,0.4111,43,12,1,30,159.88,10.0,1,0.0233,1,260.09,1.5,1641.58,0
PK004558,NayaPay,rickshaw_driver,0.3,32,10,2,19,153.01,6.33,3,0.0938,2,-153.46,0.7675,1193.16,0
PK004559,NayaPay,rickshaw_driver,0.2444,25,11,2,16,116.22,5.33,3,0.12,2,152.72,1.3101,1380.31,0
PK004560,NayaPay,delivery_rider,0.2,19,7,4,4,62.59,1.33,1,0.0526,1,669.52,1.9057,1527.93,0
PK004561,NayaPay,delivery_rider,0.2667,28,7,2,10,78.69,3.33,6,0.2143,3,-538.12,0.5367,1540.51,0
PK004562,JazzCash,rickshaw_driver,0.2222,20,6,1,12,91.8,4.0,0,0.0,0,108.88,1.305,1052.84,0
PK004563,JazzCash,daily_wage_laborer,0.2444,32,10,1,16,154.23,5.33,3,0.0938,2,-73.94,0.9005,996.7,0
PK004564,JazzCash,rickshaw_driver,0.2111,24,7,5,18,133.94,6.0,5,0.2083,3,-604.47,0.1735,1101.11,0
PK004565,SadaPay,daily_wage_laborer,0.2444,26,10,1,18,121.9,6.0,4,0.1538,2,-656.69,0.2021,1363.01,1
PK004566,NayaPay,delivery_rider,0.2556,26,8,2,12,103.21,4.0,1,0.0385,1,216.4,1.3455,1477.1,0
PK004567,Easypaisa,daily_wage_laborer,0.2778,27,9,4,13,148.46,4.33,3,0.1111,2,-136.52,0.7767,940.29,0
PK004568,NayaPay,domestic_worker,0.3667,41,18,0,18,133.91,6.0,6,0.1463,3,-230.94,0.669,854.63,0
PK004569,NayaPay,domestic_worker,0.3889,40,12,0,35,154.82,11.67,2,0.05,1,47.64,1.215,855.97,0
PK004570,SadaPay,street_vendor,0.4444,55,22,0,29,135.68,9.67,4,0.0727,2,-291.5,0.657,1114.46,0
PK004571,Easypaisa,domestic_worker,0.2222,21,4,0,12,84.82,4.0,2,0.0952,1,-99.34,0.7953,1113.85,0
PK004572,JazzCash,daily_wage_laborer,0.2333,21,8,2,7,74.85,2.33,5,0.2381,2,-934.96,0.0963,1367.67,0
PK004573,SadaPay,domestic_worker,0.4111,43,9,3,19,128.03,6.33,5,0.1163,3,-339.58,0.4572,714.28,0
PK004574,SadaPay,small_shopkeeper,0.3444,44,9,1,21,178.89,7.0,4,0.0909,2,47.3,1.0386,1759.83,0
PK004575,JazzCash,domestic_worker,0.1778,17,5,1,8,109.63,2.67,5,0.2941,2,-681.4,0.3446,1620.89,0
PK004576,SadaPay,daily_wage_laborer,0.2889,40,13,1,17,130.8,5.67,4,0.1,2,-254.45,0.7014,916.34,0
PK004577,Easypaisa,small_shopkeeper,0.2,21,4,0,8,75.69,2.67,3,0.1429,1,-650.28,0.4677,1586.42,0
PK004578,JazzCash,small_shopkeeper,0.2333,24,7,0,13,92.18,4.33,3,0.125,1,-907.59,0.3054,1766.1,1
PK004579,SadaPay,rickshaw_driver,0.3,32,6,7,12,155.29,4.0,6,0.1875,2,-311.74,0.7306,1564.16,0
PK004580,NayaPay,small_shopkeeper,0.3444,40,13,1,20,156.27,6.67,3,0.075,2,583.09,1.8086,1782.82,0
PK004581,NayaPay,domestic_worker,0.1667,17,5,7,9,92.69,3.0,1,0.0588,1,-393.05,0.4203,1025.56,0
PK004582,NayaPay,domestic_worker,0.3667,45,19,1,26,198.94,8.67,6,0.1333,2,-108.69,0.81,994.43,1
PK004583,SadaPay,daily_wage_laborer,0.1889,17,11,3,5,91.17,1.67,3,0.1765,2,265.44,1.4124,1404.62,0
PK004584,Easypaisa,daily_wage_laborer,0.3444,41,15,3,21,128.95,7.0,6,0.1463,2,-280.06,0.648,1098.58,0
PK004585,SadaPay,rickshaw_driver,0.3333,40,11,1,26,148.65,8.67,5,0.125,3,7.38,1.0145,1092.95,0
PK004586,NayaPay,small_shopkeeper,0.3333,34,8,1,20,140.21,6.67,2,0.0588,1,591.01,2.1209,1699.97,0
PK004587,NayaPay,small_shopkeeper,0.3889,43,16,5,19,95.04,6.33,5,0.1163,2,276.72,1.2563,1946.82,0
PK004588,JazzCash,delivery_rider,0.3556,43,13,1,24,176.82,8.0,5,0.1163,2,-514.43,0.5002,1339.97,0
PK004589,NayaPay,domestic_worker,0.3556,42,15,1,23,155.83,7.67,6,0.1429,3,-156.32,0.7588,939.85,0
PK004590,NayaPay,street_vendor,0.3778,45,16,1,29,180.67,9.67,2,0.0444,1,164.15,1.4317,866.05,0
PK004591,SadaPay,domestic_worker,0.2444,23,6,8,13,66.67,4.33,4,0.1739,2,-284.88,0.5748,1238.81,1
PK004592,JazzCash,delivery_rider,0.4111,43,13,1,18,162.66,6.0,5,0.1163,2,-92.34,0.9047,1521.81,0
PK004593,Easypaisa,delivery_rider,0.2,22,8,4,12,134.04,4.0,4,0.1818,2,-176.35,0.7879,1422.63,1
PK004594,Easypaisa,street_vendor,0.2,20,5,1,6,115.6,2.0,2,0.1,2,-9.48,0.9867,1095.17,0
PK004595,JazzCash,daily_wage_laborer,0.3778,44,13,0,29,162.84,9.67,4,0.0909,3,-135.56,0.7467,996.75,0
PK004596,JazzCash,daily_wage_laborer,0.2667,27,7,8,15,144.55,5.0,7,0.2593,3,-620.83,0.3596,1530.95,0
PK004597,SadaPay,daily_wage_laborer,0.2,19,3,14,5,82.03,1.67,3,0.1579,1,-147.71,0.8274,1120.15,0
PK004598,JazzCash,small_shopkeeper,0.2222,21,6,3,6,77.58,2.0,3,0.1429,2,44.34,1.0422,1822.13,0
PK004599,Easypaisa,street_vendor,0.4222,44,18,1,26,155.05,8.67,2,0.0455,1,-205.36,0.64,976.95,0
PK004600,NayaPay,domestic_worker,0.3222,33,12,3,15,108.57,5.0,5,0.1515,2,-402.97,0.5066,1238.34,0
PK004601,JazzCash,rickshaw_driver,0.2444,25,8,2,13,140.78,4.33,3,0.12,1,-153.51,0.8185,1706.55,0
PK004602,NayaPay,domestic_worker,0.2,20,5,3,12,95.79,4.0,3,0.15,1,241.52,1.9104,827.69,0
PK004603,JazzCash,street_vendor,0.3,29,14,0,15,98.23,5.0,3,0.1034,1,-695.76,0.2647,1422.71,0
PK004604,NayaPay,rickshaw_driver,0.2889,27,6,8,10,116.29,3.33,5,0.1852,3,-534.81,0.467,1132.85,0
PK004605,SadaPay,daily_wage_laborer,0.4111,44,13,1,29,187.41,9.67,1,0.0227,1,110.29,1.298,822.14,0
PK004606,NayaPay,domestic_worker,0.2,21,11,0,11,107.93,3.67,4,0.1905,2,-133.86,0.7682,1014.55,0
PK004607,JazzCash,street_vendor,0.1889,18,5,0,12,110.86,4.0,1,0.0556,1,652.47,5.4336,1113.82,0
PK004608,JazzCash,rickshaw_driver,0.3222,34,8,5,21,161.33,7.0,2,0.0588,2,198.11,1.4489,1100.59,0
PK004609,JazzCash,rickshaw_driver,0.2444,24,8,1,9,93.58,3.0,6,0.25,3,-491.79,0.4211,1243.4,0
PK004610,SadaPay,rickshaw_driver,0.2444,26,13,0,11,107.51,3.67,3,0.1154,1,-555.38,0.4431,1223.12,1
PK004611,SadaPay,small_shopkeeper,0.2,18,6,3,7,122.1,2.33,9,0.5,3,-260.57,0.6902,1787.31,0
PK004612,JazzCash,daily_wage_laborer,0.2556,25,7,2,15,123.94,5.0,3,0.12,2,-32.56,0.9384,1066.54,0
PK004613,Easypaisa,rickshaw_driver,0.3444,37,13,1,21,163.61,7.0,3,0.0811,1,-10.63,0.982,1114.55,0
PK004614,SadaPay,domestic_worker,0.3333,34,13,1,18,142.16,6.0,2,0.0588,1,-156.05,0.697,895.43,0
PK004615,NayaPay,rickshaw_driver,0.2111,22,11,4,8,125.61,2.67,3,0.1364,1,-675.38,0.4842,1501.65,0
PK004616,NayaPay,street_vendor,0.2667,31,13,1,19,180.18,6.33,2,0.0645,1,240.94,1.5782,963.85,0
PK004617,JazzCash,delivery_rider,0.2333,24,11,0,11,133.26,3.67,3,0.125,3,-438.3,0.4727,1220.81,0
PK004618,NayaPay,street_vendor,0.4667,51,15,2,27,188.53,9.0,3,0.0588,2,-62.16,0.9128,1401.29,0
PK004619,NayaPay,small_shopkeeper,0.3556,39,11,3,21,127.03,7.0,6,0.1538,2,417.73,1.5781,1770.75,0
PK004620,Easypaisa,daily_wage_laborer,0.2,21,6,7,11,122.4,3.67,4,0.1905,2,22.15,1.0399,1092.83,0
PK004621,Easypaisa,delivery_rider,0.3,31,13,9,20,137.18,6.67,2,0.0645,1,881.77,5.6414,1433.05,0
PK004622,NayaPay,daily_wage_laborer,0.2889,34,9,2,24,106.42,8.0,5,0.1471,2,-4.06,0.9911,1259.32,0
PK004623,SadaPay,rickshaw_driver,0.4889,57,16,0,33,171.5,11.0,4,0.0702,2,104.99,1.1879,1150.83,0
PK004624,NayaPay,delivery_rider,0.3333,40,14,2,21,154.0,7.0,2,0.05,1,261.29,1.381,1297.62,0
PK004625,Easypaisa,domestic_worker,0.3667,43,14,1,22,177.91,7.33,3,0.0698,1,-384.28,0.5315,1275.87,0
PK004626,Easypaisa,daily_wage_laborer,0.1778,20,6,1,9,100.76,3.0,2,0.1,1,-197.86,0.7334,1082.73,0
PK004627,SadaPay,street_vendor,0.3889,44,15,0,21,154.6,7.0,6,0.1364,2,-381.71,0.6054,1394.31,0
PK004628,Easypaisa,delivery_rider,0.2667,25,8,0,16,127.08,5.33,4,0.16,2,-304.48,0.4633,1257.68,0
PK004629,JazzCash,daily_wage_laborer,0.2778,30,11,4,16,121.38,5.33,5,0.1667,2,-475.21,0.4915,1599.35,0
PK004630,JazzCash,daily_wage_laborer,0.3111,32,10,7,16,132.54,5.33,3,0.0938,1,-676.59,0.3638,1486.97,0
PK004631,Easypaisa,delivery_rider,0.1556,15,3,14,10,74.47,3.33,2,0.1333,2,94.52,1.2662,1166.91,0
PK004632,NayaPay,small_shopkeeper,0.2222,21,9,1,9,68.88,3.0,2,0.0952,1,-700.89,0.4536,1858.03,0
PK004633,Easypaisa,rickshaw_driver,0.3222,35,8,1,22,121.66,7.33,2,0.0571,1,183.54,1.4114,1160.75,0
PK004634,JazzCash,domestic_worker,0.2222,22,6,5,9,130.85,3.0,4,0.1818,3,-34.22,0.9491,1241.62,0
PK004635,SadaPay,street_vendor,0.4444,48,21,0,31,193.75,10.33,3,0.0625,2,112.7,1.2257,1195.94,0
PK004636,Easypaisa,small_shopkeeper,0.2778,29,9,0,15,108.73,5.0,3,0.1034,2,255.56,1.2813,2051.05,0
PK004637,JazzCash,rickshaw_driver,0.3222,42,9,0,25,143.66,8.33,1,0.0238,1,477.88,2.0372,1112.53,0
PK004638,NayaPay,rickshaw_driver,0.1778,20,5,6,12,87.08,4.0,2,0.1,1,-7.77,0.99,1551.29,0
PK004639,JazzCash,domestic_worker,0.4111,43,16,1,26,121.78,8.67,3,0.0698,1,-70.33,0.8598,1115.26,0
PK004640,NayaPay,street_vendor,0.3,29,11,1,15,125.62,5.0,3,0.1034,1,-307.79,0.5821,1251.02,0
PK004641,JazzCash,rickshaw_driver,0.3222,38,9,4,25,150.48,8.33,2,0.0526,1,295.94,1.6655,1181.29,0
PK004642,SadaPay,daily_wage_laborer,0.3778,39,13,1,21,166.94,7.0,2,0.0513,1,-52.04,0.9153,1107.99,0
PK004643,Easypaisa,rickshaw_driver,0.4,41,16,3,18,197.01,6.0,2,0.0488,1,-184.3,0.7628,1100.85,0
PK004644,NayaPay,delivery_rider,0.3222,30,7,0,14,113.78,4.67,6,0.2,2,-566.21,0.4282,1555.61,1
PK004645,Easypaisa,small_shopkeeper,0.3,28,9,1,12,110.86,4.0,2,0.0714,1,529.03,1.7254,2215.59,1
PK004646,SadaPay,street_vendor,0.3111,32,13,0,18,164.47,6.0,5,0.1562,2,-574.65,0.3399,1103.39,0
PK004647,SadaPay,daily_wage_laborer,0.5222,58,16,0,29,187.06,9.67,3,0.0517,2,172.55,1.3639,914.55,0
PK004648,NayaPay,street_vendor,0.3667,46,15,0,29,133.69,9.67,6,0.1304,2,-454.07,0.4961,1353.41,0
PK004649,SadaPay,small_shopkeeper,0.2444,25,6,5,11,85.77,3.67,6,0.24,3,-141.9,0.8576,1819.71,0
PK004650,Easypaisa,street_vendor,0.3,34,7,2,23,121.02,7.67,2,0.0588,1,-25.0,0.9433,1061.77,1
PK004651,SadaPay,small_shopkeeper,0.3556,34,16,1,21,136.4,7.0,3,0.0882,2,-216.04,0.6851,1509.98,1
PK004652,SadaPay,delivery_rider,0.3333,36,13,0,17,135.06,5.67,6,0.1667,2,-536.43,0.5125,1444.5,0
PK004653,JazzCash,street_vendor,0.3778,40,12,1,24,173.3,8.0,3,0.075,2,-217.73,0.6125,853.95,0
PK004654,NayaPay,small_shopkeeper,0.2889,33,13,0,15,147.86,5.0,3,0.0909,1,373.52,1.3473,1992.66,0
PK004655,JazzCash,domestic_worker,0.3556,39,10,0,22,164.42,7.33,1,0.0256,1,180.21,1.5693,986.74,0
PK004656,Easypaisa,domestic_worker,0.3667,42,13,0,25,129.07,8.33,2,0.0476,1,-54.66,0.8848,961.53,0
PK004657,SadaPay,daily_wage_laborer,0.3333,33,11,5,25,119.92,8.33,7,0.2121,3,-237.86,0.3937,705.5,0
PK004658,SadaPay,domestic_worker,0.1667,15,5,6,4,72.89,1.33,2,0.1333,1,-794.57,0.3005,1320.28,1
PK004659,Easypaisa,rickshaw_driver,0.3333,38,13,1,20,178.38,6.67,7,0.1842,3,-331.17,0.594,1249.29,0
PK004660,NayaPay,delivery_rider,0.2778,28,8,3,16,115.52,5.33,4,0.1429,2,-454.18,0.4766,1471.73,1
PK004661,JazzCash,delivery_rider,0.3556,39,9,3,23,168.28,7.67,3,0.0769,3,-473.81,0.5137,1455.35,0
PK004662,Easypaisa,street_vendor,0.2667,30,9,1,15,138.39,5.0,4,0.1333,3,-415.62,0.4391,1069.18,0
PK004663,SadaPay,small_shopkeeper,0.2556,24,7,7,13,101.52,4.33,2,0.0833,1,635.59,1.9748,2046.66,0
PK004664,SadaPay,rickshaw_driver,0.2889,34,15,2,17,116.33,5.67,1,0.0294,1,121.19,1.1836,1229.19,0
PK004665,SadaPay,delivery_rider,0.1556,15,6,6,8,77.23,2.67,2,0.1333,2,491.57,2.8554,1163.21,0
PK004666,JazzCash,small_shopkeeper,0.3111,32,15,6,19,96.82,6.33,3,0.0938,2,559.15,2.1669,1811.62,0
PK004667,SadaPay,domestic_worker,0.1889,20,9,1,7,84.07,2.33,4,0.2,2,-1343.26,0.0251,1561.84,0
PK004668,JazzCash,street_vendor,0.3333,40,10,0,22,156.59,7.33,5,0.125,2,143.61,1.2883,902.69,0
PK004669,SadaPay,domestic_worker,0.3889,39,13,1,17,115.98,5.67,7,0.1795,3,-334.23,0.5323,1065.76,0
PK004670,Easypaisa,rickshaw_driver,0.3778,41,13,1,22,156.51,7.33,1,0.0244,1,323.14,1.736,1087.26,0
PK004671,SadaPay,street_vendor,0.4556,49,14,0,22,154.17,7.33,7,0.1429,3,-266.73,0.6604,1031.04,0
PK004672,JazzCash,domestic_worker,0.3556,41,16,0,15,139.63,5.0,3,0.0732,2,160.12,1.3422,747.86,0
PK004673,Easypaisa,rickshaw_driver,0.2222,25,4,2,16,125.6,5.33,2,0.08,1,86.77,1.1249,1537.08,0
PK004674,Easypaisa,daily_wage_laborer,0.2667,24,6,13,17,138.36,5.67,2,0.0833,1,-673.27,0.1271,1507.13,1
PK004675,NayaPay,domestic_worker,0.4111,44,12,7,27,149.09,9.0,5,0.1136,2,-310.58,0.5263,1229.46,0
PK004676,SadaPay,street_vendor,0.2444,24,11,0,10,95.73,3.33,5,0.2083,2,-244.92,0.6484,1026.98,0
PK004677,SadaPay,street_vendor,0.2667,30,9,0,23,141.65,7.67,3,0.1,2,-205.83,0.549,1146.59,0
PK004678,SadaPay,delivery_rider,0.1333,12,4,2,5,63.14,1.67,2,0.1667,1,-129.75,0.8281,1486.5,0
PK004679,NayaPay,small_shopkeeper,0.2444,29,5,14,16,93.73,5.33,7,0.2414,3,294.36,1.5692,1442.87,0
PK004680,NayaPay,delivery_rider,0.1778,16,3,2,6,53.61,2.0,5,0.3125,2,-1138.52,0.1263,1836.03,0
PK004681,JazzCash,daily_wage_laborer,0.2667,29,9,1,20,134.48,6.67,4,0.1379,2,-233.29,0.5217,846.57,1
PK004682,NayaPay,daily_wage_laborer,0.2111,19,7,2,7,87.66,2.33,2,0.1053,1,-334.64,0.5734,1357.86,1
PK004683,SadaPay,rickshaw_driver,0.2778,27,8,3,11,124.65,3.67,2,0.0741,2,-255.05,0.7201,1356.95,0
PK004684,NayaPay,domestic_worker,0.2778,26,11,0,12,88.53,4.0,3,0.1154,2,-93.77,0.7434,647.77,0
PK004685,SadaPay,street_vendor,0.3,29,10,0,12,111.66,4.0,5,0.1724,2,-558.39,0.3817,1237.58,0
PK004686,JazzCash,delivery_rider,0.4778,50,17,1,28,187.45,9.33,6,0.12,3,20.0,1.0341,1206.55,0
PK004687,SadaPay,daily_wage_laborer,0.1667,17,7,0,6,41.06,2.0,4,0.2353,2,-139.89,0.7225,900.75,0
PK004688,Easypaisa,daily_wage_laborer,0.2444,26,9,0,15,128.22,5.0,0,0.0,0,-139.41,0.6948,698.41,1
PK004689,Easypaisa,domestic_worker,0.2,19,5,0,8,131.65,2.67,2,0.1053,1,-462.82,0.3832,1002.25,0
PK004690,JazzCash,domestic_worker,0.2778,29,12,3,12,142.51,4.0,4,0.1379,2,134.0,1.2891,850.66,0
PK004691,Easypaisa,domestic_worker,0.5444,64,29,0,31,162.56,10.33,6,0.0938,2,-7.14,0.9884,921.49,0
PK004692,NayaPay,delivery_rider,0.3,33,12,1,16,87.31,5.33,6,0.1818,2,-505.24,0.5083,1425.59,1
PK004693,JazzCash,rickshaw_driver,0.3,29,10,3,17,79.58,5.67,3,0.1034,1,658.65,3.0779,1456.07,1
PK004694,SadaPay,delivery_rider,0.1556,14,4,5,5,53.62,1.67,3,0.2143,1,-1747.74,0.0108,1728.46,0
PK004695,NayaPay,rickshaw_driver,0.3444,34,6,2,17,112.12,5.67,4,0.1176,2,-670.36,0.2753,1214.53,0
PK004696,SadaPay,delivery_rider,0.2111,24,11,4,9,75.96,3.0,1,0.0417,1,-351.72,0.6711,1255.07,0
PK004697,JazzCash,small_shopkeeper,0.3444,38,14,0,19,130.1,6.33,5,0.1316,2,-140.23,0.8575,1729.64,0
PK004698,NayaPay,delivery_rider,0.4,43,17,1,29,157.93,9.67,2,0.0465,2,-195.09,0.6611,1194.23,0
PK004699,Easypaisa,daily_wage_laborer,0.2444,24,9,2,12,106.7,4.0,3,0.125,2,-325.12,0.4637,958.78,0
PK004700,Easypaisa,small_shopkeeper,0.3222,32,13,0,17,131.17,5.67,2,0.0625,1,-244.29,0.7557,1776.08,0
PK004701,NayaPay,small_shopkeeper,0.3667,38,13,4,17,99.61,5.67,5,0.1316,2,-66.94,0.9361,1919.99,0
PK004702,NayaPay,daily_wage_laborer,0.5333,59,22,2,43,202.68,14.33,5,0.0847,2,101.45,1.3049,818.9,0
PK004703,Easypaisa,domestic_worker,0.2111,22,8,4,4,45.62,1.33,7,0.3182,3,-533.43,0.4756,1039.85,0
PK004704,NayaPay,daily_wage_laborer,0.2778,27,7,3,20,174.37,6.67,1,0.037,1,428.02,3.8338,1011.64,1
